Sat,Latitudine,Longitudine,
Giroc-TM,45°41'46"N,21°14'13"E,
Giula-CJ,46°55'41"N,23°36'35"E,
Giulești-MM,47°49'19"N,23°55'54"E,
Giurcuța de Jos-CJ,46°39'21"N,22°59'18"E,
Gledin-BN,46°57'27"N,24°42'21"E,
Glimboca-CS,45°28'59"N,22°19'0"E,
Glod-MM,47°43'37"N,24°4'59"E,
Glodchileşti-HD,45°58'42"N,22°28'36"E,
Glodghileşti-HD,45°58'42"N,22°28'36"E,
Glodghineşti-HD,45°58'42"N,22°28'36"E,
Glodu-DJ,44°12'0"N,23°48'0"E,
Glogova-GJ,44°56'2"N,22°54'18"E,
Gogolina/Leusenii Tautului-Bcv,48°13'48"N,26°12'36"E,
Goleş-HD,45°40'34"N,22°45'25"E,
Goruia-CS,45°11'10"N,21°46'41"E,
Gostavăţ-OT,44°5'0"N,24°32'0"E,
Gotmatea-HD,45°56'40.20"N,22°36'25.56"E,
Gothatea-HD,45°56'40.20"N,22°36'25.56"E,
Gotnatea-HD,45°56'40.20"N,22°36'25.56"E,
Grâdişte-HD,45°29'51"N,22°47'21"E,
Grâdişte-HD,45°29'51"N,22°47'21"E,
Graniceşti-SV,47°48'33"N,26°3'14"E,
Grăniceşti-SV,47°48'33"N,26°3'14"E,
Greoni-CS,45°5'20"N,21°37'2"E,
Grigoreni-Bogdănești-BC,46°35'47"N,26°40'54"E,
sat Grigoreni-BC,46°35'47"N,26°40'54"E,
Grohot-HD,46°14'43"N,22°46'21"E,
Sat Grohot-HD,46°14'43"N,22°46'21"E,
Gropeni-BR,45°4'28"N,27°52'58"E,
Groseni-AR,46°29'51"N,22°7'5"E,
Groseni-BH,46°29'51"N,22°7'5"E,
Groşi-BH,47°2'42"N,22°28'46"E,
Groşi-BH,47°2'42"N,22°28'46"E,
Groșlui-BH,,,
Groșuri-HD,46°17'41"N,22°56'17"E,
Gruiu Lupului-VL,45°25'42"N,24°20'27"E,
Gura-Humorului-SV,47°33'14"N,25°53'21"E,
Gura Solcei-SV,47°44'27"N,26°3'0"E,
Furtuneşti/Gura Teghii-BZ,45°29'52"N,26°25'59"E,
Gura Văii-BC,46°17'6.32"N,26°51'28.06"E,
Gura Văii/Scorţoasa-BZ,45°22'42"N,26°39'47"E,
Gura Văii/Scorțoasa-BZ,45°22'42"N,26°39'47"E,
Gura-Călmăţui/Berteştii de Jos-BR,44°49'7"N,27°46'58"E,
Gurahont-AR,46°16'11"N,22°20'31"E,
Gurani-BH,46°35'42"N,22°32'43"E,
Gurasada-HD,45°57'4"N,22°35'22"E,
Gurasafa-HD,45°57'4"N,22°35'22"E,
Gura-Sadovei-SV,47°32'32"N,25°30'13"E,
Gura Sadovei-SV,47°32'32"N,25°30'13"E,
Gura Sadovei-SV,47°32'32"N,25°30'13"E,
Gurahonţ-AR,46°16'21.56"N,22°20'27.83"E,
Habic-MS,46°42'32"N,24°47'34"E,
Hagieni-IL,44°38'42.34"N,27°45'32.18"E,
Haieu/Haien-BH,46°59'26"N,21°59'52"E,
Hălăuceşti-IS,47°6'15"N,26°48'33"E,
Hălmăcioaia-BC,46°42'4"N,26°46'53"E,
Hălmăsău-BN,47°20'42"N,24°8'22"E,
Hangu-NT,47°2'41"N,26°3'41"E,
Hârlău-IS,47°25'40"N,26°54'41"E,
Hărman-BV,45°42'24"N,25°41'8"E,
Hârsa-PH,45°2'11"N,26°9'36"E,
Hârsăști-BH,46°32'11"N,22°30'16"E,
Hărtăgani-HD,46°2'38.96"N,22°56'11.70"E,
Hărţăgani-HD,46°2'38.96"N,22°56'11.70"E,
Hărțăgani-HD,46°2'38.96"N,22°56'11.70"E,
Hășdate-CJ,46°38'38"N,23°25'42"E,
Hatar-BH,47°1'10"N,22°17'6"E,
Haţeg-HD,45°36'27"N,22°57'0"E,
Hitiaş-TM,45°42'38"N,21°35'55"E,
Hitiaș-TM,45°42'38"N,21°35'55"E,
Hodac-MS,46°46'32"N,24°55'37"E,
Hidișel-BH,46°38'46"N,22°3'48"E,
Hodișe-BH,46°38'46"N,22°3'48"E,
Homorâciu-PH,45°16'9.47"N,26°0'57.03"E,
Horea-AB,46°30'8"N,22°57'1"E,
Horia-TL,47°51'39"N,25°49'56"E,
Horodincul de Jos-SV,47°51'39"N,25°49'56"E,
Horodnicul de Sus-SV,47°51'39"N,25°49'56"E,
Horodnicul-de-Jos-SV,47°51'39"N,25°49'56"E,
Hotar-BH,,,
Hotărel-BH,46°31'58"N,22°26'25"E,
Hoteni-MM,47°46'18"N,23°53'59"E,
Hunia-DJ,44°3'19"N,23°5'56"E,
Husasău de Tinca-BH,46°49'21"N,21°54'45"E,
Iablanița-MH,44°27'53"N,22°59'18"E,
Iablaniţa-CS,44°57'4"N,22°18'49"E,
Iacobeni-SV,47°25'25"N,25°18'42"E,
Iacobeşti-SV,47°45'55"N,26°5'7"E,
Iancu Jianu-OT,44°30'0"N,24°2'0"E,
Iapa-MM,47°55'30"N,23°49'31"E,
Iaz-BC,46°30'21"N,26°44'59"E,
Iaz-CS,45°27'54"N,22°14'1"E,
sat Iaz-CS,45°27'54"N,22°14'1"E,
Idicel-MS,46°51'18"N,24°49'12"E,
Ieud-MM,47°40'37"N,24°14'4"E,
Sat Ieud-MM,47°40'37"N,24°14'4"E,
Ieud-MM,,,
Igeşti-Bcv,48°1'12"N,25°30'0"E,
Igriş-TM,46°6'47"N,20°47'5"E,
Iladia-CS,44°58'14"N,21°42'30"E,
Ilişeşti-SV,47°36'36"N,26°2'55"E,
Ilișești-SV,47°36'36"N,26°2'55"E,
Ilişua-BN,47°13'7"N,24°5'25"E,
Ilteu-AR,46°0'59"N,22°21'33"E,
Ineu de Criș-BH,47°5'11"N,22°6'59"E,
Întorsura-Buzăului-CV,45°40'22"N,26°2'3"E,
Ioșia-BH,47°3'5"N,21°56'25"E,
Isbiceni-OT,43°50'0"N,24°39'0"E,
Itești-BC,46°44'35"N,26°53'12"E,
Iteu Mare-BH,47°21'7"N,22°25'7"E,
Iteu-VL,,,
Iveşti-VS,46°37'54"N,27°57'53"E,
Izvoarele-OT,44°15'44"N,24°31'24"E,
Izvoarele-PH,45°16'52"N,26°0'38"E,
Izvorul Muntelui-NT,46°56'27"N,26°4'28"E,
Jadani-TM,45°54'41"N,21°13'5"E,
Jdioara-TM,45°37'15"N,22°6'25"E,
Jebel-TM,45°33'19"N,21°12'49"E,
Jibou-SJ,47°15'30"N,23°15'30"E,
Jigălia-VS,46°18'44"N,27°55'20"E,
Jigălia-VS,46°18'44"N,27°55'20"E,
Jijila-TL,45°18'18"N,28°8'57"E,
Jina-SB,45°47'42"N,23°41'40"E,
Jitaru-OT,44°32'55"N,24°32'47"E,
Josani-BH,47°0'0"N,22°27'49"E,
Jugur-AG,45°11'14"N,25°5'12"E,
Juncşuoara-BH,47°2'11.80"N,22°32'25.31"E,
Jupani-TM,45°48'20"N,22°1'13"E,
Juriul de Cîmpie-CJ,46°41'56"N,23°54'59"E,
Lapoș-BZ,45°9'7.39"N,26°25'9.28"E,
Lapoşu-BZ,45°9'7.39"N,26°25'9.28"E,
Lăpujul de Sus-HD,,,
Lăpuș-MM,47°29'42.24"N,24°0'29.81"E,
Lapuşnic-HD,45°54'42.02"N,22°37'7.25"E,
Lăpuşnic-HD,45°54'42.02"N,22°37'7.25"E,
Lăpușnicu Mare-CS,44°53'59.64"N,21°56'35.88"E,
Lazuri-AB,46°20'48.99"N,23°10'4.57"E,
Lechincioara-MS,46°39'56.52"N,24°25'12.36"E,
Lehăcenii-Tăutului-Bcv,48°15'20.88"N,26°10'0.12"E,
Leheceni-BH,46°26'44.35"N,22°30'55.36"E,
Lejnic/Lesnic-HD,45°55'0.00"N,22°43'60.00"E,
Lelese-HD,45°43'57.71"N,22°41'56.49"E,
Leleşd-BH,46°37'12.46"N,22°27'25.70"E,
Lelești-BH,46°37'12.46"N,22°27'25.70"E,
Lemnu-SJ,47°21'8.30"N,23°29'14.63"E,
Leordeni-AG,44°46'60.00"N,25°7'0.00"E,
Leordina-MM,47°47'13.00"N,24°14'49.00"E,
Leş-BH,46°57'57.24"N,21°50'8.89"E,
Leș-BH,46°57'57.24"N,21°50'8.89"E,
Leșu-BN,47°18'56.12"N,24°45'2.11"E,
Libănişd-MS,,,
Limba-AB,46°2'24.00"N,23°35'51.72"E,
Lipova-TM,46°5'30.00"N,21°41'30.00"E,
Lisaura-SV,47°38'17.52"N,26°17'51.36"E,
Lita-CJ,46°37'57"N ,23°27'59"E,
Liteni-SV,47°31'12.00"N,26°31'55.00"E,
Livada Hăjdate-CJ,47°0'7.56"N,23°50'44.52"E,
Livezeni-HD,45°23'54.66"N,23°22'30.24"E,
Lona-CJ,46°30'21.96"N,23°55'2.64"E,
Lucăcești-Moinești-BC,46°28'37.50"N,26°29'30.14"E,
Lucăceşti-SV,47°31'53.76"N,26°6'24.48"E,
Ludăşul de Murăş-MS,46°28'35.24"N,24°5'45.60"E,
Ludihumora-SV,,,
Ludușul Mare-SB,,,
Lugașu de Jos-BH,47°4'31.96"N,22°19'47.95"E,
Lugașul de Jos-BH,47°4'31.96"N,22°19'47.95"E,
Lugașu de Sus-BH,47°4'43.88"N,22°21'22.77"E,
Lugoj-TM,45°41'9.89"N,21°54'3.58"E,
Lunca Cernii de Jos-HD,45°38'14.26"N,22°36'10.73"E,
Lunca Cernii-HD,45°38'20.75"N,22°35'2.64"E,
Lunca Jariștei-BZ,45°28'43.69"N,26°15'37.76"E,
Lunca Moţilor-HD,46°10'1.41"N,22°40'37.67"E,
Lunca Moților-HD,46°10'1.41"N,22°40'37.67"E,
Lunca-BH,46°31'6.40"N,22°27'13.57"E,
Luncile-BZ,45°29'47.76"N,26°32'38.76"E,
Luncșoara-AR,46°19'9.71"N,22°37'30.52"E,
Luncşara-BH,47°2'11.76"N,22°32'31.56"E,
Luncşoara-BH,47°2'11.76"N,22°32'31.56"E,
Luncușoara-BH,47°2'11.76"N,22°32'31.56"E,
Lupşa de Jos-GJ,44°43'50.38"N,23°0'3.14"E,
Lupşa de Sus-GJ,44°43'53.80"N,22°57'12.24"E,
Lupşani-IL,,,
Lupşanii-IL,,,
Măceu-HD,45°40'12.36"N,22°58'46.93"E,
Măcin-TL,45°14'42.05"N,28°8'24.51"E,
Macovişte-CS,44°56'21.15"N,21°39'20.92"E,
Mada-HD,46°0'0.69"N,23°7'49.95"E,
Măgești-BH,47°0'32.76"N,22°27'4.15"E,
Măgura-Bnt,
Măgura-CS,45°29'59.05"N,22°24'50.88"E,
Măgura/Zăvoi-CS,45°31'31.19"N,22°24'30.12"E,
Maglavit-DJ,44°2'0.27"N,23°5'59.87"E,
Zavoi-CS,45°31'29.28"N,22°24'28.93"E,
Magura-CS,45°29'58.20"N,22°24'51.84"E,
Măgurele-IL,44°21'41.45"N,26°2'17.34"E,
Măgurele-PH,45°6'7.92"N,26°2'14.28"E,
Maieru-BN,47°23'59.94"N,24°45'0.03"E,
Maieruș-BV,45°54'1.27"N,25°31'59.88"E,
Malaia-VL,45°21'5.23"N,24°2'3.21"E,
Mălini-SV,47°27'11.16"N,26°5'11.40"E,
Malu-GR,43°49'0.07"N,25°49'0.00"E,
Mănăstirea Humorului-SV,47°35'43.35"N,25°51'27.72"E,
Mănăstirea Humorului-SV,47°35'43.35"N,25°51'27.72"E,
Mănăstirea-Humorului-SV,47°35'43.35"N,25°51'27.72"E,
Mănăstirea-CJ,47°7'14.16"N,23°55'25.68"E,
Mănăstiriştea-Cernăuţi-Bcv,,,
Mănăştiur-TM,45°49'48.27"N,22°3'51.87"E,
Mănăştur-CJ,46°45'18.79"N,23°32'52.60"E,
Mănăştiurul unguresc-CJ,46°45'18.79"N,23°32'52.60"E,
Mâneci Pământeni-PH,45°17'25.44"N,26°0'7.20"E,
Mâneci Pământu-PH,45°17'25.44"N,26°0'7.20"E,
Mâneciu Pământeni-PH,45°17'25.44"N,26°0'7.20"E,
Mara-MM,47°45'18.69"N,23°49'46.83"E,
Măraşu-BR,44°50'47.17"N,27°57'53.32"E,
Mărașu-BR,44°50'47.17"N,27°57'53.32"E,
Marcos,,,
Marga-CS,45°30'16.65"N,22°31'8.09"E,
Mărgău-CJ,46°45'9.72"N,22°57'33.48"E,
Marginea-SV,47°48'35.20"N,25°49'12.14"E,
Mărgineni-OT,44°31'59.23"N,24°33'13.85"E,
Marga-MH,44°49'3.38"N,22°35'3.14"E,
Mărișel-BN,47°0'40.99"N,24°30'31.64"E,
Mărişelu-BN,47°0'40.99"N,24°30'31.64"E,
Mărtănuş-CV,46°1'11.64"N,26°17'32.22"E,
Mărtăgani-HD,46°2'38.96"N,22°56'11.70"E,
Martinești-HD,45°48'47.70"N,23°7'33.13"E,
Mașca-CJ,46°33'13.35"N,23°27'27.41"E,
Matei-BN,46°58'57.68"N,24°15'54.50"E,
Măzănăieşti-SV,47°31'40.78"N,26°5'2.38"E,
Medias-SB,46°9'50.00"N,24°21'3.00"E,
Mediaş/Borumbac-SB,45°45'29.28"N,24°27'19.15"E,
Mehadia-CS,44°54'0.04"N,22°21'59.97"E,
Mehadica-CS,45°2'24.25"N,22°15'44.82"E,
Mehala-TM,45°45'52.83"N,21°11'58.46"E,
Mercina-CS,45°3'49.68"N,21°32'12.48"E,
Merenii de Jos-TL,44°13'59.68"N,25°38'35.36"E,
Merenii de Sus-TL,44°13'40.98"N,25°37'18.37"E,
Meria-HD,45°39'37.14"N,22°37'55.45"E,
Merişor-HD,45°27'21.68"N,23°13'39.59"E,
Merișor-HD,45°27'21.68"N,23°13'39.59"E,
Merişoru de Munte-HD,45°49'6.40"N,22°40'3.30"E,
Meseşenii Bârgăului-BN,47°13'42.56"N,24°52'29.35"E,
Meseşenii de Sus-SJ,47°7'36.12"N,22°59'3.84"E,
Meziad-BH,46°44'23.72"N,22°25'41.99"E,
Micălaca-AR,46°10'29.69"N,21°21'32.94"E,
Miceşti-AB,46°6'1.00"N,23°33'10.00"E,
Micești-CJ,46°39'0.70"N,23°37'0.49"E,
Miceşti-MS,,,
Miersig-BH,46°53'22.63"N,21°51'1.17"E,
Mihai Viteazu-MS,46°9'18.53"N,25°1'31.09"E,
Mihăiesti-HD,45°52'38.28"N,22°33'46.08"E,
Mihăieşti-HD,45°52'38.28"N,22°33'46.08"E,
Mihalț-AB,46°9'40.39"N,23°43'39.27"E,
Mihoveni-SV,47°40'47.52"N,26°10'55.67"E,
Milaș-MS,46°49'2.87"N,24°26'13.48"E,
Milașu Mare-MS,,,
Milcoiu-VL,45°2'33.66"N,24°28'23.00"E,
Milcov-OT,44°22'45.95"N,24°22'52.70"E,
Milcoveni-CS,45°0'2.90"N,21°26'51.75"E,
Mintia-HD,45°55'24.24"N,22°50'53.88"E,
Mintiu Gherli-CJ,47°3'19.44"N,23°56'43.08"E,
Mîrcina-CS,45°3'49.69"N,21°32'12.49"E,
Mireş-BN,47°15'54.36"N,24°14'3.12"E,
Mitocul-Dragomirnei-SV,47°43'59.78"N,26°15'0.28"E,
Moara-SV,47°30'58.28"N,26°32'7.19"E,
Moceriș-CS,44°52'9.52"N,21°55'16.78"E,
Mociu-CJ,46°47'50.13"N,24°1'54.54"E,
Moderat-AR,,,
Mogoșești-OT,44°33'52.20"N,24°30'40.68"E,
Mohu-SB,45°44'20.00"N,24°13'40.00"E,
Moinești-BC,46°28'11.23"N,26°29'18.47"E,
Moineşti-BC,46°28'11.23"N,26°29'18.47"E,
Moinești-BC,46°28'11.23"N,26°29'18.47"E,
Moişa-MS,46°41'4.56"N,24°31'41.52"E,
Moisei-MM,47°39'22.00"N,24°32'17.00"E,
Molişet-BN,47°26'24.17"N,24° 7'44.33"E,
Molişeţ-BN,47°26'24.17"N,24° 7'44.33"E,
Mologhia-Bcv,,,
Moniom-CS,45°20'59.64"N,21°50'4.20"E,
Monor-BN,46°56'49.59"N,24°41'28.96"E,
Morlaca-CJ,46°51'27.00"N,22°55'7.34"E,
Moşia-MS,
Muncelul de Sus-IS,47°7'25.68"N,26°44'6.72"E,
Muncelul Mare-HD,45°49'36.56"N,22°41'8.25"E,
Muncelul Mic-HD,45°50'49.92"N,22°43'55.51"E,
Muncelul-Mic-HD,45°50'49.92"N,22°43'55.51"E,
Murani-TM,45°55'23.52"N,21°18'15.49"E,
Mureșenii Bârgăului-BN,47°12'38.52"N,24°51'36.00"E,
Mușetești-AG,45°11'20.01"N,24°46'57.58"E,
Muşca-CJ,,,
Muşeniţa-SV,47°58'0.48"N,25°59'48.48"E,
Muşeniţă-SV,47°58'0.48"N,25°59'48.48"E,
Mușenița-SV,47°58'0.48"N,25°59'48.48"E,
Mușetești-GJ,45°8'31.38"N,23°27'41.41"E,
Mușătești-AG,45°13'36.43"N,24°46'36.96"E,
Nădăşel-CJ,46°49'39.01"N,23°24'55.66"E,
Nadăşu-CJ,46°51'14.40"N,23°9'11.19"E,
Nănești-BC,46°27'29.88"N,27°7'23.16"E,
Năneşti-MM,47°50'17.10"N,24°0'39.50"E,
Năpradea-SJ,47°22'0.00"N,23°19'0.00"E,
Năsăud-BN,47°16'59.95"N,24°24'24.08"E,
Neagra-CJ,,,
Nedeciu/Măraşu-BR,44°50'58.77"N,27°57'56.39"E,
Negoești-DJ,44°32'8.97"N,23°43'37.01"E,
Negoiești-DJ,44°32'8.97"N,23°43'37.01"E,
Negoiești-Borzești-BC,46°11'51.53"N,26°53'14.01"E,
Negreni-OT,44°34'6.67"N,24°35'43.42"E,
Negresti Oas-SM,47°52'10.00"N,23°25'27.00"E,
Negreşti-SM,47°52'10.00"N,23°25'27.00"E,
Negrești-MM,,,
Negreşti Oaş-SM,47°52'18.94"N,23°25'44.45"E,
Negrileasa-SV,47°25'24.60"N,25°48'58.32"E,
Negrileşti-BN,47°15'59.98"N,24°3'0.05"E,
Negrilești-VN,45°56'22.93"N,26°42'13.29"E,
Nerău-TM,45°58'10.20"N,20°33'30.88"E,
Nereju-VN,45°43'0.00"N,26°43'0.00"E,
Nevoiaş-HD,,,
Nevoiș/Buruiene-HD,,,
Nicolinț-CS,44°57'21.24"N,21°33'19.08"E,
Nicreşten-MS,,,
Nicula-CJ,47°0'32.03"N,23°56'23.60"E,
Niculeşti/Poienarii-Vulpeşti-IL,44°41'13.95"N,25°56'53.06"E,
Niereşteu-MS,,,
Nireşten-MS,,,
Nimăiești-BH,46°40'58.44"N,22°23'29.41"E,
Nireş-CJ,47°6'51.28"N,23°58'48.92"E,
Nireș-CJ,47°6'51.28"N,23°58'48.92"E,
Nojag-HD,45°57'22.37"N,23°0'4.00"E,
Nojac/Certeju de Sus-HD,45°57'22.37"N,23°0'4.00"E,
Nojorid-BH,47°0'4.26"N,21°53'3.75"E,
Nojorod-BH,47°0'4.26"N,21°53'3.75"E,
Noua-Suliţă-Bcv,48°13'2.99"N,26°15'58.16"E,
Noul Român-BV,,,
Nucşoara-HD,45°28'57.00"N,22°55'12.00"E,
Oancea-GL,45°55'16.18"N,28°6'24.45"E,
Oarda de Sus-AB,46°1'10.93"N,23°35'38.05"E,
Oarzâna-BN,47°25'11.14"N,24°11'39.32"E,
Obîrşa-HD,46°15'18.36"N,22°40'10.56"E,
Obârşin-HD,46°15'18.36"N,22°40'10.56"E,
Obtrșa-HD,46°15'18.36"N,22°40'10.56"E,
Obtrșia-HD,46°15'18.36"N,22°40'10.56"E,
Obedeni-GR,44°20'56.40"N,25°39'21.96"E,
Obreja-CS,45°28'44.49"N,22°15'30.97"E,
Obreja-TM,,,
Ociu-HD,46°12'41.74"N,22°33'54.07"E,
Ocna Sugatag-MM,47°46'60.00"N,23°55'60.00"E,
Ocna Șugatan-MM,47°46'60.00"N,23°55'60.00"E,
Ocolişu Mic-HD,45°42'40.68"N,23°7'41.88"E,
Odobasca-VN,45°39'34.21"N,26°58'43.67"E,
Ogretin-PH,45°15'37.80"N,26°5'15.72"E,
Ohaba-TM,45°43'6.57"N,21°44'28.96"E,
Ohaba-Bistra-TM,45°43'6.57"N,21°44'28.96"E,
Ohaba-Mîtnic-CS,45°28'13.27"N,22°4'42.00"E,
Ohaba-AB,46°4'11.58"N,23°47'22.74"E,
Ohaba-Secaş-AB,46°4'11.58"N,23°47'22.74"E,
Ohabiţa-CS,45°23'19.21"N,22°5'45.53"E,
Olteni-OT,44°10'48.10"N,25°17'48.93"E,
Olteţu-BV,45°48'9.72"N,24°45'42.84"E,
Onceşti-MM,47°50'51.58"N,23°58'42.78"E,
Onufri-SV,,,
Opăriţi-PH,45°10'29.07"N,26°6'49.58"E,
Opatiţa-TM,45°24'51.12"N,21°16'10.92"E,
Oprişeni-SV,47°28'10.33"N,26°16'48.97"E,
Oprşeni-SV,47°28'10.33"N,26°16'48.97"E,
Oprişeni-Bcv
Orăștie-HD,45°50'38.28"N,23°12'2.23"E,
Orăştioara-HD,45°45'41.75"N,23°11'2.01"E,
Orăştioara de sus-HD,45°38'20.24"N,23°15'31.83"E,
Orăştioara de Sus-HD,45°38'20.24"N,23°15'31.83"E,
Orăștioara de Sus-HD,45°38'20.24"N,23°15'31.83"E,
Orăştioara-de-sus-HD,45°38'20.24"N,23°15'31.83"E,
Oraviţa-CS,45°2'0.37"N,21°41'0.41"E,
Oravița-CS,45°2'0.37"N,21°41'0.41"E,
Ormindia/Ormandia-HD,46°3'23.17"N,22°51'5.08"E,
Ormindea-HD,46°3'23.17"N,22°51'5.08"E,
Ormindia-HD,46°3'23.17"N,22°51'5.08"E,
Orşova Pădure-MS,46°44'5.19"N,24°56'43.30"E,
Orşova-MS,46°45'2.37"N,24°54'31.75"E,
Orzana-BN,47°25'12.27"N,24°11'39.61"E,
Oşorhei-BH,47°1'28.62"N,22°4'6.80"E,
Ostra-SV,48°18'57.01"N,25°38'44.13"E,
Ostriţa-Bcv,48°15'23.12"N,26°2'33.31"E,
Ostrov-TL,44°55'11.03"N,28°8'46.43"E,
Palanca-BC,46°31'45.18"N,26°8'36.09"E,
Palazu Mare-CT,44°13'44.40"N,28°36'3.96"E,
Paloş-BV,46°7'16.26"N,25°14'5.75"E,
Paltin-VN,45°46'51.64"N,26°43'6.97"E,
Păltineasa-BN,47°17'40.65"N,24°12'23.29"E,
Păltiniș-BC,46°32'10.45"N,26°21'43.57"E,
Păltiniş Apa-Asău-BC,46°32'10.45"N,26°21'43.57"E,
Păltiniș-Apa Asău-BC,46°32'10.45"N,26°21'43.57"E,
Păltinoasa-SV,47°32'59.48"N,25°57'7.43"E,
Pănceşti-BC,46°12'38.77"N,27°3'40.12"E,
Pâncești-BC,46°12'38.77"N,27°3'40.12"E,
Păniceni-CJ,46°48'31.32"N,23°11'14.64"E,
Pantelimon-IF,44°26'60.00"N,26°11'60.00"E,
Panticeu-CJ,47°2'32.38"N,23°33'26.67"E,
Părhăuţi-SV,47°42'37.60"N,26°5'20.86"E,
Părteștii-de-Jos-SV,47°38'27.79"N,25°57'36.32"E,
Părteştii de Sus-SV,47°38'49.15"N,25°55'5.57"E,
Părteştii-de-Sus-Bcv
Parva-BN,47°23'33.65"N,24°32'38.65"E,
Pătaş-CS,44°57'3.96"N,22°6'4.68"E,
Pătaşi-CS,44°57'3.96"N,22°6'4.68"E,
Pătrova-MM,47°49'41.67"N,24°12'48.53"E,
Patruti pe Suceava/Patrautii pe Suceava-SV,47°43'16.54"N,26°11'11.75"E,
Pătrăuţi pe Suceavă-SV,47°43'16.54"N,26°11'11.75"E,
Pătrăuţi pe Suceavă-SV,47°43'16.54"N,26°11'11.75"E,
Pătrăuţi-pe-Suceavă-SV,47°43'16.54"N,26°11'11.75"E,
Pătruţi pe Suceavă-SV,47°43'16.54"N,26°11'11.75"E,
Pătrăuţii pe Suceavă-SV,47°43'16.54"N,26°11'11.75"E,
Pătrăuţii de Sus-Bcv,48°3'20.16"N,25°42'21.92"E,
Paucineşd-HD,45°30'23.37"N,22°45'17.18"E,
Paucineşd-HD,45°30'23.37"N,22°45'17.18"E,
Păucineşd-HD,45°30'23.37"N,22°45'17.18"E,
Paucineşdi-HD,45°30'23.37"N,22°45'17.18"E,
Sat Păucineşd-HD,45°30'23.37"N,22°45'17.18"E,
Păulești-BH,47°10'30.00"N,22°13'10.56"E,
Păulești-VN,45°53'30.50"N,26°41'20.25"E,
Pecica-AR,46°10'11.88"N,21°4'11.99"E,
Peciul Nou-TM,45°35'53.78"N,21°2'53.52"E,
Pereni-IS,47°23'2.72"N,27°28'28.01"E,
Perieţi-IL,44°33'55.08"N,27°14'24.30"E,
Perişor-BN,47°18'42.89"N,24°13'45.61"E,
Petrişor-BN,47°18'42.89"N,24°13'45.61"E,
Perişor-N,47°18'42.89"N,24°13'45.61"E,
Pesac-TM,45°59'57.80"N,20°50'7.94"E,
Peştea-TM,,,
Peşteana-HD,45°32'59.64"N,22°49'22.08"E,
Peștera Măgura-BV,45°30'51.95"N,25°16'51.53"E,
Peştera-HD,45°28'22.00"N,22°57'46.00"E,
Peștera-HD,45°28'22.00"N,22°57'46.00"E,
Petia-SV,47°30'35.94"N,26°19'5.52"E,
Petiea-SV,47°30'35.94"N,26°19'5.52"E,
Petid-BH,46°43'2.28"N,22°4'37.24"E,
Petreni-HD,45°47'28.72"N,23°1'25.56"E,
Petreşti-HD,46°0'33.74"N,22°31'18.82"E,
Petreşti-HD,46°0'33.74"N,22°31'18.82"E,
Petrești-HD,46°0'33.74"N,22°31'18.82"E,
Petreștii de Sus-CJ,46°32'50.88"N,23°38'43.14"E,
Petrileni-BH,46°33'19.44"N,22°26'51.72"E,
Petriş-AR,46°2'40.94"N,22°23'19.54"E,
Petroşan-AB,,,
Pianul de sus-SB,45°53'44.74"N,23°29'1.54"E,
Piatra-Neamţ-NT,46°55'39.02"N,26°22'14.69"E,
Picleu-BH,47°8'33.18"N,22°15'41.94"E,
Pietroasa-BH,46°35'30.00"N,22°33'20.00"E,
Pietros-HD,,,
Plaiuri-CJ,46°35'17.17"N,23°34'10.59"E,
Plătăreşti-IF,44°20'45.56"N,26°22'2.17"E,
Plopiş-SJ,47°7'37.92"N,22°39'2.16"E,
Plopu/Murighiol-TL,45°1'19.56"N,29°7'45.84"E,
Poduri-BC,45°52'52.35"N,26°49'18.44"E,
Poenarii Vulpeşti-IF,,,
Poeniţa-Voinii-HD,45°41'43.97"N,22°42'17.48"E,
Pogăneşti-HD,46°3'37.44"N,22°27'36.72"E,
Poiana Blenchii-SJ,47°18'24.10"N,23°44'44.94"E,
Poiana Mare-DJ,43°55'15.30"N,23°3'32.06"E,
Poiana Sibiului-SB,45°48'26.94"N,23°43'36.83"E,
Poiana-BH,46°26'53.83"N,22°34'48.07"E,
Poiana-HD,46°5'11.40"N,23°3'19.43"E,
Poienari/Gurahonț-AR,46°14'22.20"N,22°36'0.36"E,
Poieni-MM,47°49'37.20"N,24°32'52.80"E,
Poieni-SV,47°40'60.00"N,25°53'60.00"E,
Poienii de Sus-BH,46°36'31.13"N,22°31'5.87"E,
Poienile Glodului-MM,47°43'35.32"N,24°4'38.40"E,
Poienile Izei-MM,47°41'59.01"N,24°6'48.05"E,
Poienile Zagrei-BN,47°23'5.39"N,24°15'21.26"E,
Poieni-Solca-SV,47°40'60.00"N,25°53'60.00"E,
Poieniţa Tomii-HD,45°48'0.36"N,22°40'47.28"E,
Poeniţa Tomii-HD,45°48'0.36"N,22°40'47.28"E,
Pojoga-HD,45°59'29.02"N,22°24'13.26"E,
Pojorâta-SV,47°30'59.61"N,25°27'0.35"E,
Polizeşti-Stăncuţa-BR,44°51'24.48"N,27°47'48.12"E,
Polizeşti/Stăncuţa-BR,44°51'24.48"N,27°47'48.12"E,
Pomi-SM,47°41'57.14"N,23°18'12.67"E,
Ponoare-BH,46°53'6.28"N,22°39'23.73"E,
Ponor-HD,45°30'36.52"N,23°7'40.77"E,
Ponorel-AB,46°22'3.99"N,22°58'18.86"E,
